[19, 2, 0, 90, 1, 0, 0, 147]
[19, 2, 0, 90, 1, 0, 0, 94]
[19, 2, 0, 91, 1, 0, 0, 137]
[19, 2, 0, 91, 1, 0, 0, 212]
[19, 2, 0, 92, 1, 0, 0, 29]
[19, 2, 0, 93, 1, 0, 0, 53]
[19, 3, 0, 99, 129, 128, 128, 181]
[19, 2, 0, 93, 1, 0, 0, 160]
[19, 3, 0, 99, 129, 128, 128, 160]
[19, 2, 0, 94, 1, 0, 0, 20]
[19, 3, 0, 99, 129, 128, 128, 148]
[19, 2, 0, 94, 1, 0, 0, 121]
[19, 3, 0, 99, 129, 128, 128, 249]
[19, 2, 0, 93, 1, 0, 0, 219]
[19, 3, 0, 99, 129, 128, 128, 219]
[19, 2, 0, 92, 1, 0, 0, 116]
[19, 3, 0, 99, 129, 128, 128, 244]
[19, 2, 0, 92, 1, 0, 0, 76]
[19, 3, 0, 99, 129, 128, 128, 204]
[19, 2, 0, 92, 1, 0, 0, 12]
[19, 3, 0, 99, 129, 128, 128, 140]
[19, 2, 0, 92, 1, 0, 0, 99]
[19, 3, 0, 99, 129, 128, 128, 227]
[19, 2, 0, 93, 1, 0, 0, 113]
[19, 3, 0, 99, 129, 128, 128, 241]
[19, 2, 0, 94, 1, 0, 0, 42]
[19, 3, 0, 99, 129, 128, 128, 170]
[19, 2, 0, 94, 1, 0, 0, 56]
[19, 3, 0, 99, 129, 128, 128, 184]
[19, 2, 0, 94, 1, 0, 0, 40]
[19, 3, 0, 99, 129, 128, 128, 168]
[19, 2, 0, 94, 1, 0, 0, 32]
[19, 3, 0, 99, 129, 128, 128, 160]
[19, 2, 0, 93, 1, 0, 0, 123]
[19, 3, 0, 99, 129, 128, 128, 251]
[19, 2, 0, 92, 1, 0, 0, 104]
[19, 3, 0, 99, 129, 128, 128, 232]
[19, 2, 0, 91, 1, 0, 0, 88]
[19, 3, 0, 99, 129, 128, 128, 216]
[19, 2, 0, 90, 1, 0, 0, 188]
[19, 3, 0, 99, 129, 128, 128, 188]
[19, 2, 0, 89, 1, 0, 0, 230]
[19, 3, 0, 99, 129, 128, 128, 230]
[19, 2, 0, 89, 1, 0, 0, 176]
[19, 3, 0, 99, 129, 128, 128, 176]
[19, 2, 0, 90, 1, 0, 0, 126]
[19, 3, 0, 99, 129, 128, 128, 254]
[19, 2, 0, 91, 1, 0, 0, 38]
[19, 3, 0, 99, 129, 128, 128, 166]
[19, 2, 0, 92, 1, 0, 0, 8]
[19, 3, 0, 99, 129, 128, 128, 136]
[19, 2, 0, 93, 1, 0, 0, 203]
[19, 3, 0, 99, 129, 128, 128, 203]
[19, 2, 0, 94, 1, 0, 0, 57]
[19, 3, 0, 99, 129, 128, 128, 185]
[19, 2, 0, 94, 1, 0, 0, 204]
[19, 3, 0, 99, 129, 128, 128, 204]
[19, 2, 0, 95, 1, 0, 0, 201]
[19, 3, 0, 99, 129, 128, 128, 201]
[19, 2, 0, 94, 1, 0, 0, 255]
[19, 3, 0, 99, 129, 128, 128, 255]
[19, 2, 0, 94, 1, 0, 0, 110]
[19, 3, 0, 99, 129, 128, 128, 238]
[19, 2, 0, 93, 1, 0, 0, 144]
[19, 3, 0, 99, 129, 128, 128, 144]
[19, 2, 0, 92, 1, 0, 0, 1]
[19, 3, 0, 99, 129, 128, 128, 129]
[19, 2, 0, 91, 1, 0, 0, 198]
[19, 3, 0, 99, 129, 128, 128, 198]
[19, 2, 0, 90, 1, 0, 0, 123]
[19, 3, 0, 99, 129, 128, 128, 251]
[19, 2, 0, 91, 1, 0, 0, 145]
[19, 3, 0, 99, 129, 128, 128, 145]
[19, 2, 0, 91, 1, 0, 0, 195]
[19, 3, 0, 99, 129, 128, 128, 195]
[19, 2, 0, 93, 1, 0, 0, 157]
[19, 3, 0, 99, 129, 128, 128, 157]
[19, 2, 0, 94, 1, 0, 0, 13]
[19, 3, 0, 99, 129, 128, 128, 141]
[19, 2, 0, 95, 1, 0, 0, 24]
[19, 3, 0, 99, 129, 128, 128, 152]
[19, 2, 0, 96, 1, 0, 0, 164]
[19, 3, 0, 99, 129, 128, 128, 164]
[19, 2, 0, 95, 1, 0, 0, 22]
